author,title,page_count,rating,ratingCount,firstPub_year,ogPub_year,Binding,language,followers,review_counts,Publisher,genres
Oscar Wilde,The Picture of Dorian Gray,272,4.10,1155489,1890,2004,Paperback,English,"29,515",41132,RandomHouse:ModernLibrary,"['Classics', 'Fiction', 'Horror', 'Fantasy', 'Gothic', 'Literature', 'Novels', 'Literature', '19th Century', 'LGBT', 'Classics', 'Classic Literature']"
Dan Brown,"The Da Vinci Code (Robert Langdon, #2)",489,3.88,2113018,2003,2006,Paperback,English,"92,733",50018,Anchor,"['Fiction', 'Mystery', 'Thriller', 'Thriller', 'Mystery Thriller', 'Suspense', 'Historical', 'Historical Fiction', 'Adventure', 'Novels', 'Mystery', 'Crime', 'Adult']"
Charlotte Brontë,Jane Eyre,532,4.14,1812872,1847,2003,Paperback,English,"14,184",49600,Penguin,"['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Gothic', 'Literature', 'Historical', 'Literature', '19th Century', 'Academic', 'School', 'Novels']"
,,,,,,,,,,,,
Lewis Carroll,Alice's Adventures in Wonderland / Through the Looking-Glass,239,4.06,502219,1871,2000,Paperback,English,"7,179",12266,PenguinGroup(USA),"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Literature', 'Adventure', 'Childrens', 'Middle Grade', 'Novels', 'Literature', '19th Century']"
Stephen Chbosky,The Perks of Being a Wallflower,213,4.21,1457510,,,,,,,,
,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1…",,,,,,,,,,,
Ray Bradbury,Fahrenheit 451,194,3.98,1959007,1953,2011,Kindle Edition,English,"20,102",56649,Simon&Schuster,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Academic', 'School', 'Literature', 'Novels', 'Fantasy', 'Adult', 'Audiobook']"
Victor Hugo,Les Misérables,1463,4.19,731694,1862,1987,Mass Market Paperback,English,"10,721",19316,Penguin,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Cultural', 'France', 'Historical', 'Novels', 'European Literature', 'French Literature', 'Romance', 'Classics', 'Classic Literature']"
Veronica Roth,"Divergent (Divergent, #1)",487,4.17,3346326,2011,2012,Paperback,English,"458,945",112308,KatherineTegenBooks,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Action', 'Apocalyptic', 'Post Apocalyptic']"
F. Scott Fitzgerald,The Great Gatsby,200,3.93,4323073,1925,2004,Paperback,English,"21,174",79348,Scribner,"['Classics', 'Fiction', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature', 'Romance', 'Novels', 'Academic', 'Read For School', 'Young Adult', 'High School', 'Literature', 'American']"
Paulo Coelho,The Alchemist,182,3.89,2458216,1988,2014,Paperback,English,"126,358",94246,HarperOne,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Self Help', 'Literature', 'Adventure', 'Inspirational']"
Fyodor Dostoevsky,Crime and Punishment,671,4.24,724770,1866,2002,Paperback,English,"40,724",24027,Penguin,"['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', 'Mystery', 'Crime', 'Literature', '19th Century', 'Academic', 'School']"
William Golding,Lord of the Flies,182,3.69,2519554,1954,1999,Paperback,English,"3,543",43503,PenguinBooks,"['Classics', 'Fiction', 'Young Adult', 'Academic', 'School', 'Literature', 'Science Fiction', 'Dystopia', 'Academic', 'Read For School', 'Novels', 'Young Adult', 'High School', 'Adventure']"
William Shakespeare,Romeo and Juliet,281,3.75,2273167,1597,2002,Mass Market Paperback,English,"38,610",22680,WashingtonSquarePress,"['Classics', 'Plays', 'Fiction', 'Romance', 'Academic', 'School', 'Drama', 'Academic', 'Read For School', 'Literature', 'Young Adult', 'High School', 'Poetry']"
Antoine de Saint-Exupéry,The Little Prince,96,4.31,1661452,1943,2000,Paperback,English,"6,899",49268,"Harcourt,Inc.","['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Cultural', 'France', 'Philosophy', 'Young Adult', 'Literature', 'Childrens', 'Middle Grade', 'European Literature', 'French Literature']"
,"City of Bones (The Mortal Instruments, #1)",,,,,,,,,,,
L.M. Montgomery,"Anne of Green Gables (Anne of Green Gables, #1)",320,4.28,831989,1908,2003,Paperback,English,"9,672",28418,SignetBook,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Historical', 'Audiobook', 'Cultural', 'Canada', 'Young Adult', 'Coming Of Age']"
Kathryn Stockett,The Help,464,4.46,2401882,,,,,,,,
Orson Scott Card,"Ender's Game (Ender's Saga, #1)",324,4.30,1234556,1985,2004,Mass Market Paperback,English,"17,961",45360,Tor,"['Science Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Science Fiction', 'Dystopia', 'War', 'Audiobook', 'Adventure', 'Novels']"
Rick Riordan,"The Lightning Thief (Percy Jackson and the Olympians, #1)",377,4.28,2360824,2005,2006,Paperback,English,"373,159",71940,DisneyHyperionBooks,"['Fantasy', 'Young Adult', 'Fantasy', 'Mythology', 'Fiction', 'Childrens', 'Middle Grade', 'Adventure', 'Childrens', 'Mythology', 'Greek Mythology', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Young Adult Fantasy']"
E.B. White,Charlotte's Web,184,4.18,1591626,1952,2001,Paperback,English,"2,384",20198,HarperCollinsPublishers,"['Classics', 'Childrens', 'Fiction', 'Young Adult', 'Fantasy', 'Animals', 'Childrens', 'Middle Grade', 'Academic', 'School', 'Childrens', 'Juvenile', 'Childrens', 'Chapter Books']"
John Steinbeck,Of Mice and Men,112,3.88,2174234,1937,2002,Paperback,English,"19,292",39827,PenguinBooks,"['Classics', 'Fiction', 'Academic', 'School', 'Historical', 'Historical Fiction', 'Literature', 'Academic', 'Read For School', 'Novels', 'Young Adult', 'High School', 'Literature', 'American', 'Historical']"
Bram Stoker,Dracula,488,4.00,1061185,1897,1986,Paperback,English,"4,090",31909,Norton,"['Classics', 'Horror', 'Fiction', 'Fantasy', 'Paranormal', 'Vampires', 'Gothic', 'Fantasy', 'Paranormal', 'Literature', 'Audiobook', 'Literature', '19th Century']"
Audrey Niffenegger,The Time Traveler's Wife,500,3.98,1666757,2003,2013,ebook,English,"11,211",49074,ZolaBooks,"['Fiction', 'Romance', 'Fantasy', 'Science Fiction', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult', 'Womens Fiction', 'Chick Lit', 'Adult Fiction', 'Magical Realism']"
Aldous Huxley,Brave New World,268,3.99,1607325,1932,1998,Paperback,English,"10,755",36361,HarperPerennial/PerennialClassics,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Academic', 'School', 'Fantasy', 'Philosophy', 'Science Fiction Fantasy']"
Gabriel García Márquez,One Hundred Years of Solitude,417,4.10,836099,1967,2003,Mass Market Paperback,English,"31,833",35522,Harper,"['Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Fantasy', 'Historical', 'Historical Fiction', 'European Literature', 'Spanish Literature', 'Literary Fiction', 'Cultural', 'Latin American']"
J.D. Salinger,The Catcher in the Rye,277,3.81,3046262,1951,2001,Paperback,English,"13,671",66070,BackBayBooks,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'Academic', 'School', 'Novels', 'Young Adult', 'Coming Of Age', 'Young Adult', 'High School', 'Literature', 'American', 'Academic', 'Read For School']"
William Goldman,The Princess Bride,456,4.26,834175,1973,2003,Paperback,English,"2,324",22195,BallantineBooks,"['Fantasy', 'Fiction', 'Classics', 'Romance', 'Humor', 'Young Adult', 'Adventure', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Fantasy', 'Fairy Tales']"
Khaled Hosseini,A Thousand Splendid Suns,372,4.40,1295534,2007,2007,Hardcover,English,"145,126",61693,RiverheadBooks,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Novels', 'Historical', 'War', 'Adult', 'Adult Fiction', 'Drama', 'Classics']"
Frances Hodgson Burnett,The Secret Garden,331,4.14,1007651,1910,1998,Hardcover,English,"3,616",22227,Children'sClassics,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Fantasy', 'Historical', 'Literature', 'Audiobook']"
George R.R. Martin,"A Game of Thrones (A Song of Ice and Fire, #1)",835,4.44,2197274,1996,2005,Mass Market Paperback,English,"100,263",57046,Bantam,"['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Adult', 'Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Audiobook', 'Fantasy', 'Dragons', 'Epic']"
Madeleine L'Engle,"A Wrinkle in Time (Time Quintet, #1)",218,3.99,1112000,1962,2017,Paperback,English,"7,955",35835,SquareFish,"['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Science Fiction', 'Childrens', 'Childrens', 'Middle Grade', 'Science Fiction', 'Time Travel', 'Adventure', 'Science Fiction Fantasy']"
S.E. Hinton,The Outsiders,192,4.11,1088019,1967,1997,Mass Market Paperback,English,"5,882",37661,PuffinBooks(US/CAN),"['Classics', 'Young Adult', 'Fiction', 'Academic', 'School', 'Academic', 'Read For School', 'Realistic Fiction', 'Young Adult', 'Coming Of Age', 'Historical', 'Historical Fiction', 'Contemporary', 'Young Adult', 'Teen']"
Mark Twain,The Adventures of Huckleberry Finn,327,3.82,1202240,1884,2002,Paperback,English,"16,110",16992,PenguinClassics,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Young Adult', 'Adventure', 'Academic', 'School', 'Novels', 'Academic', 'Read For School', 'Literature', 'American']"
Homer,The Odyssey,541,3.79,943087,-800,2006,Paperback,English,"4,528",14562,PenguinClassics,"['Classics', 'Fiction', 'Poetry', 'Fantasy', 'Mythology', 'Fantasy', 'Academic', 'School', 'Literature', 'Adventure', 'Academic', 'Read For School', 'Historical', 'Historical Fiction']"
Alice Sebold,The Lovely Bones,372,3.83,2162201,2002,2006,Mass Market Paperback,English,"4,424",42484,"Little,BrownandCompany","['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Fantasy', 'Mystery', 'Crime', 'Thriller', 'Adult', 'Adult Fiction', 'Drama']"
Maurice Sendak,Where the Wild Things Are,38,4.22,903285,1963,2000,Paperback,English,"1,763",12687,RedFox,"['Childrens', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Fantasy', 'Adventure', 'Young Adult', 'Animals', 'Kids', 'Folklore', 'Monsters']"
Dr. Seuss,Green Eggs and Ham,64,4.29,689507,1960,1988,Hardcover,English,"16,959",10256,RandomHouseBooksforYoungReaders,"['Childrens', 'Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Food and Drink', 'Food', 'Young Adult']"
Yann Martel,Life of Pi,460,3.92,1458842,2001,2006,Paperback,English,"4,388",49125,SealBooks,"['Fiction', 'Fantasy', 'Classics', 'Adventure', 'Contemporary', 'Novels', 'Magical Realism', 'Literature', 'Cultural', 'India', 'Philosophy']"
Charles Dickens,A Tale of Two Cities,489,3.86,866825,1859,2003,Paperback,English,"25,193",19547,PenguinBooks,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'Academic', 'School', 'Classics', 'Classic Literature', 'Literature', '19th Century', 'European Literature', 'British Literature']"
Khaled Hosseini,The Kite Runner,371,4.32,2708743,2003,2004,Paperback,English,"145,126",82262,RiverheadBooks,"['Fiction', 'Historical', 'Historical Fiction', 'Contemporary', 'Classics', 'Novels', 'Historical', 'Adult', 'Literature', 'Adult Fiction', 'Drama']"
Vladimir Nabokov,Lolita,331,3.88,727931,1955,1995,Paperback,English,"11,519",28917,Penguin,"['Classics', 'Fiction', 'Literature', 'Novels', 'Cultural', 'Russia', 'Romance', 'Literature', 'Russian Literature', 'Literary Fiction', 'Literature', '20th Century', 'Adult']"
Sara Gruen,Water for Elephants,335,4.10,1482391,2006,2007,Paperback,English,"6,106",60073,AlgonquinBooks,"['Fiction', 'Historical', 'Historical Fiction', 'Romance', 'Historical', 'Adult', 'Adult Fiction', 'Contemporary', 'Book Club', 'Novels', 'Audiobook']"
Mary Wollstonecraft Shelley,Frankenstein,260,3.83,1313042,1818,2018,Paperback,English,"5,013",41755,PenguinClassics,"['Classics', 'Fiction', 'Horror', 'Science Fiction', 'Gothic', 'Fantasy', 'Academic', 'School', 'Literature', 'Novels', 'Academic', 'Read For School']"
Margaret Atwood,"The Handmaid's Tale (The Handmaid's Tale, #1)",314,4.12,1693715,1985,1998,Paperback,English,"71,219",79768,AnchorBooks,"['Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Feminism', 'Fantasy', 'Adult', 'Audiobook', 'Literature', 'Novels']"
Lois Lowry,"The Giver (The Giver, #1)",208,4.13,2052639,1993,2006,Paperback,English,"19,155",69899,Ember,"['Young Adult', 'Fiction', 'Classics', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Fantasy', 'Academic', 'School', 'Childrens', 'Childrens', 'Middle Grade', 'Academic', 'Read For School']"
Kurt Vonnegut Jr.,Slaughterhouse-Five,275,4.08,1224165,1969,1999,Paperback,English,"29,975",30885,DialPress,"['Classics', 'Fiction', 'Science Fiction', 'War', 'Historical', 'Historical Fiction', 'Literature', 'Novels', 'Science Fiction', 'Time Travel', 'Literature', 'American', 'Fantasy']"
Louisa May Alcott,Little Women,449,4.11,1892034,1869,2004,Paperback,English,"7,515",37405,SignetClassics,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Literature', 'Childrens', 'Classics', 'Classic Literature', 'Audiobook']"
Frank Herbert,"Dune (Dune, #1)",658,4.25,1018311,1965,2019,Hardcover,English,"10,640",41710,AceBooks,"['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Audiobook', 'Space', 'Space Opera', 'Novels', 'Adventure', 'Adult']"
J.K. Rowling,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",759,4.62,3173666,,,,,,,,
George Orwell,1984,298,4.19,3699229,1949,2013,Kindle Edition,English,"37,706",84809,HoughtonMifflinHarcourt,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Politics', 'Academic', 'School', 'Fantasy', 'Adult']"
Joseph Heller,Catch-22,453,3.98,770973,1961,2004,Paperback,English,"2,335",20082,Simon&Schuster,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'War', 'Humor', 'Literature', 'Novels', 'Literature', 'American', 'Unfinished', 'Historical']"
Stephen King,The Stand,1152,4.34,680115,1978,1990,Hardcover,English,"785,981",24407,DoubledayBooks,"['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Thriller', 'Science Fiction', 'Dystopia', 'Science Fiction', 'Apocalyptic', 'Audiobook', 'Classics']"
Ken Follett,"The Pillars of the Earth (Kingsbridge, #1)",976,4.32,696293,1989,2002,Paperback,English,"47,591",33668,NALTrade,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Historical', 'Medieval', 'Audiobook', 'Novels', 'European Literature', 'British Literature', 'Adult']"
Arthur Conan Doyle,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",389,4.30,268124,1892,1998,Paperback,English,"20,138",7646,OxfordUniversityPress,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Mystery', 'Crime', 'Mystery', 'Detective', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Literature', 'Historical', 'Historical Fiction']"
Richard  Adams,"Watership Down (Watership Down, #1)",478,4.07,454586,1972,1975,Mass Market Paperback,English,"1,644",15012,AvonBooks,"['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure', 'Literature', 'Novels', 'Audiobook']"
Sylvia Plath,The Bell Jar,294,4.03,693757,1963,2006,Paperback,English,"16,544",30791,HarperPerennialModernClassics,"['Classics', 'Fiction', 'Feminism', 'Health', 'Mental Health', 'Psychology', 'Literature', 'Mental Health', 'Mental Illness', 'Novels', 'Poetry', 'Literary Fiction']"
Roald Dahl,Matilda,240,4.32,771996,1988,1998,Paperback,English,"22,268",19006,PuffinBooks,"['Childrens', 'Fiction', 'Classics', 'Fantasy', 'Childrens', 'Middle Grade', 'Young Adult', 'Humor', 'Audiobook', 'Fantasy', 'Magic', 'Novels']"
Charles Dickens,Great Expectations,544,3.79,713687,1860,1998,Paperback,English,"25,193",18195,OxfordUniversityPress,"['Classics', 'Fiction', 'Literature', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Novels', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'European Literature', 'British Literature', 'Historical', 'Victorian']"
Leo Tolstoy,Anna Karenina,964,4.07,738671,1877,2012,Paperback,English,"20,450",28068,Vintage,"['Classics', 'Fiction', 'Romance', 'Cultural', 'Russia', 'Historical', 'Historical Fiction', 'Literature', 'Russian Literature', 'Literature', 'Novels', 'Literature', '19th Century', 'Historical']"
J.R.R. Tolkien,"The Fellowship of the Ring (The Lord of the Rings, #1)",527,4.37,2540670,1954,1973,Mass Market Paperback,English,"62,837",27899,BallantineBooks,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Science Fiction Fantasy', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Young Adult', 'Audiobook', 'Novels']"
Ken Kesey,One Flew Over the Cuckoo's Nest,325,4.20,673039,1962,1963,Mass Market Paperback,English,"2,501",12704,Signet,"['Classics', 'Fiction', 'Psychology', 'Literature', 'Novels', 'Health', 'Mental Health', 'Academic', 'School', 'Literature', 'American', 'Mental Health', 'Mental Illness', 'Literary Fiction']"
,"Outlander (Outlander, #1)",,,,,,,,,,,
Stieg Larsson,"The Girl with the Dragon Tattoo (Millennium, #1)",480,4.15,2861252,2005,2008,Hardcover,English,"14,820",71658,Knopf,"['Fiction', 'Mystery', 'Thriller', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Adult', 'Adult Fiction', 'Novels']"
Daphne du Maurier,Rebecca,449,4.23,528894,1938,2013,ebook,English,"7,092",30429,"Little,BrownandCompany","['Classics', 'Fiction', 'Mystery', 'Gothic', 'Romance', 'Historical', 'Historical Fiction', 'Thriller', 'Thriller', 'Mystery Thriller', 'Horror', 'Suspense']"
Jodi Picoult,My Sister's Keeper,423,4.08,1122908,2004,2005,Paperback,English,"62,177",34603,WashingtonSquarePress,"['Fiction', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction', 'Family', 'Novels']"
,"Harry Potter and the Prisoner of Azkaban (Harry Potter,…",,,,,,,,,,,
Alice Walker,The Color Purple,304,4.24,579228,1982,2019,Paperback,English,"5,384",18111,PenguinBooks,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Feminism', 'LGBT', 'Historical', 'Cultural', 'African American', 'Literature', 'Novels', 'Adult']"
Betty  Smith,A Tree Grows in Brooklyn,496,4.28,417203,1943,2006,Paperback,English,"1,326",22785,HarperCollinsPublishers,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Young Adult', 'Coming Of Age', 'Historical', 'Literature', 'New York', 'Novels', 'Book Club']"
Fyodor Dostoevsky,The Brothers Karamazov,796,4.34,272347,1879,2002,Paperback,English,"40,724",13224,"Farrar,StrausandGiroux","['Classics', 'Fiction', 'Cultural', 'Russia', 'Literature', 'Literature', 'Russian Literature', 'Philosophy', 'Novels', 'Literature', '19th Century', 'Classics', 'Classic Literature', 'Religion']"
Anthony Burgess,A Clockwork Orange,213,4.00,649553,1962,2019,Paperback,English,"3,849",15999,W.W.Norton&Company,"['Classics', 'Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Literature', 'Novels', 'Horror', 'Mystery', 'Crime', 'Classics', 'Modern Classics', 'European Literature', 'British Literature']"
Cormac McCarthy,The Road,241,3.97,784187,2006,2006,Hardcover,English,"18,635",49054,AlfredA.Knopf,"['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic', 'Classics', 'Horror', 'Literature', 'Novels', 'Science Fiction', 'Apocalyptic', 'Contemporary']"
Frank McCourt,"Angela's Ashes (Frank McCourt, #1)",452,4.12,581096,1996,2005,Paperback,English,"2,026",12778,HarperPerennial,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Classics', 'Cultural', 'Ireland', 'Biography', 'Autobiography', 'Biography Memoir', 'History', 'European Literature', 'Irish Literature', 'Historical']"
Richelle Mead,"Vampire Academy (Vampire Academy, #1)",332,4.11,599823,,,,,,,,
Hermann Hesse,Siddhartha,152,4.05,656052,1922,1981,Mass Market Paperback,English,"14,255",20776,BantamBooks,"['Classics', 'Fiction', 'Philosophy', 'Spirituality', 'Religion', 'Literature', 'Religion', 'Buddhism', 'European Literature', 'German Literature', 'Novels', 'Historical', 'Historical Fiction']"
Philip Pullman,"The Golden Compass (His Dark Materials, #1)",399,4.00,1393170,1995,1996,Hardcover,English,"21,707",24765,AlfredA.KnopfBooksforYoungReaders,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Science Fiction', 'Childrens', 'Middle Grade', 'Science Fiction Fantasy', 'Science Fiction', 'Steampunk', 'Classics']"
Barbara Kingsolver,The Poisonwood Bible,546,4.07,691391,1998,2005,Hardcover,English,"13,462",24492,HarperPerennialModernClassics,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'Africa', 'Classics', 'Historical', 'Literary Fiction', 'Literature', 'Novels', 'Religion', 'Adult Fiction']"
Miguel de Cervantes Saavedra,Don Quixote,1023,3.88,234688,1615,2003,Paperback,English,"2,481",9528,PenguinBooks,"['Classics', 'Fiction', 'Literature', 'European Literature', 'Spanish Literature', 'Adventure', 'Novels', 'Historical', 'Historical Fiction', 'Cultural', 'Spain', 'Humor', 'Classics', 'Classic Literature']"
Ayn Rand,Atlas Shrugged,1078,3.69,370213,1957,1999,Paperback,English,"8,436",18464,Plume,"['Fiction', 'Classics', 'Philosophy', 'Politics', 'Literature', 'Science Fiction', 'Novels', 'Science Fiction', 'Dystopia', 'Economics', 'Business']"
Ernest Hemingway,The Old Man and the Sea,96,3.79,952442,1952,1996,Hardcover,English,"25,163",29837,Scribner,"['Classics', 'Fiction', 'Literature', 'Novels', 'Literature', 'American', 'Academic', 'School', 'Adventure', 'Literary Fiction', 'Classics', 'Classic Literature', 'Literature', '20th Century']"
Nicholas Sparks,"The Notebook (The Notebook, #1)",227,4.12,1471065,1996,2000,Kindle Edition,English,"215,440",21564,GrandCentralPublishing,"['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Adult Fiction', 'Romance', 'Contemporary Romance', 'Classics', 'Love', 'Drama']"
A.A. Milne,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",161,4.33,298335,1926,2001,Hardcover,English,"2,948",5547,DuttonJuvenile,"['Classics', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Childrens', 'Picture Books', 'Young Adult', 'Audiobook', 'Childrens', 'Middle Grade', 'Childrens', 'Juvenile']"
Edgar Allan Poe,The Complete Stories and Poems,821,4.37,232643,1849,1984,Hardcover,English,"22,048",1959,"Doubleday&Company,Inc.","['Classics', 'Poetry', 'Horror', 'Fiction', 'Short Stories', 'Mystery', 'Gothic', 'Literature', 'Fantasy', 'Literature', 'American']"
Anne Rice,"Interview with the Vampire (The Vampire Chronicles, #1)",346,4.01,524014,1976,2004,Paperback,English,"23,103",11744,BallantineBooks,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Classics', 'Fantasy', 'Supernatural', 'Gothic', 'Fantasy', 'Urban Fantasy', 'Historical', 'Historical Fiction']"
John Irving,A Prayer for Owen Meany,637,4.23,299392,1989,1990,Paperback,English,"13,074",14766,BlackSwan,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Historical', 'Historical Fiction', 'Young Adult', 'Coming Of Age', 'Adult Fiction', 'Literature', 'American']"
J.K. Rowling,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",734,4.57,2981087,2000,2002,Paperback,English,"217,518",54417,Scholastic,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Adventure', 'Childrens', 'Middle Grade', 'Audiobook', 'Classics', 'Science Fiction Fantasy']"
,"Moby-Dick or, the Whale",,,,,,,,,,,
Suzanne Collins,"The Hunger Games (The Hunger Games, #1)",374,4.32,7205627,2008,2008,Hardcover,English,"88,798",181917,ScholasticPress,"['Young Adult', 'Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Young Adult', 'Teen', 'Apocalyptic', 'Post Apocalyptic', 'Action']"
J.K. Rowling,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",870,4.50,2861218,2003,2004,Paperback,English,"217,518",49871,ScholasticInc.,"['Fantasy', 'Young Adult', 'Fiction', 'Fantasy', 'Magic', 'Childrens', 'Adventure', 'Audiobook', 'Childrens', 'Middle Grade', 'Classics', 'Science Fiction Fantasy']"
Harper Lee,To Kill a Mockingbird,336,4.27,5138671,1960,2006,Paperback,English,"12,232",100782,HarperPerennialModernClassics,"['Classics', 'Fiction', 'Historical', 'Historical Fiction', 'Academic', 'School', 'Literature', 'Young Adult', 'Historical', 'Academic', 'Read For School', 'Novels', 'Young Adult', 'High School']"
Jane Austen,Pride and Prejudice,279,4.27,3493227,1813,2000,Paperback,English,"55,256",82779,ModernLibrary,"['Classics', 'Fiction', 'Romance', 'Historical', 'Historical Fiction', 'Literature', 'Historical', 'Novels', 'Romance', 'Historical Romance', 'Audiobook', 'Adult']"
Stephenie Meyer,"Twilight (The Twilight Saga, #1)",498,3.62,5605959,2005,2006,Paperback,English,"68,744",112751,"Little,BrownandCompany","['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']"
,The Book Thief,,,,,,,,,,,
George Orwell,Animal Farm,141,3.97,3173131,1945,1996,Mass Market Paperback,English,"37,706",69224,SignetClassics,"['Classics', 'Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Literature', 'Politics', 'Academic', 'School', 'Science Fiction', 'Novels', 'Academic', 'Read For School']"
C.S. Lewis,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",767,4.26,576595,1956,2014,Paperback,English,"36,935",11158,HarperCollins,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Christian', 'Adventure', 'Childrens', 'Middle Grade', 'Science Fiction Fantasy', 'Christian Fiction']"
J.R.R. Tolkien,J.R.R. Tolkien 4-Book Boxed Set,1728,4.60,120534,1955,2012,Mass Market Paperback,English,"62,837",1952,BallantineBooks,"['Fantasy', 'Fiction', 'Classics', 'Adventure', 'Science Fiction Fantasy', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy', 'Young Adult', 'Literature', 'Fantasy', 'Magic']"
John Green,The Fault in Our Stars,313,4.17,4187778,,,,,,,,
